train_id	name	item_condition_id	category_name	brand_name	price	shipping	item_description
919762	Glossier Birthday Balm Dot Com	1	Beauty/Makeup/Lips		12.0	1	Brand new! Never even swatched! Includes balm in box, pink pouch, and stickers.
501301	Vera Bradley backpack	3	Women/Women's Accessories/Wallets	Vera Bradley	20.0	1	Small sized backpack with normal wear. Pink and yellow designed. Super cute! Several pockets.
1376268	Trench khaki	2	Women/Coats & Jackets/Trench		24.0	0	For gabi
44539	Old Navy Shorts Size 4T	2	Kids/Boys 2T-5T/Bottoms	Old Navy	14.0	1	• Great condition • Size 4t • Old Navy • 70% cotton, 30% nylon • Light weight material
1407254	Rae Dunn COFFEE and SUGAR/CREAM jars.	1	Home/Kitchen & Dining/Coffee & Tea Accessories	Rae Dunn	165.0	0	Rae Dunn COFFEE canister and SUGAR/CREAM jars. Brand new! Items listed are the ones you will receive. Reserved for Mallory Ruth :)
858699	Swarovski Crystal edge locket ring sz 6	2	Women/Jewelry/Rings		15.0	0	High polished stainless steel rose tone Swarovski Crystal edge locket ring. Tree of life coin in background. Magnetic closure and glass top. No crystals missing. Brand new & Never worn outside the house.
1076346	Alcohol you later tee	1	Women/Tops & Blouses/T-Shirts		15.0	1	New Women's Graphic Tshirt Size: M 100% Preshrunk cotton Weight: 5 oz
932655	Clinique Makeup Remover Acne Spot Gel	1	Beauty/Skin Care/Face		9.0	1	Set of two: acne spot .5 fl oz and makeup remover 1 fl oz
107390	LuLaRoe Halloween Frankenstein leggings	1	Women/Athletic Apparel/Pants, Tights, Leggings		37.0	0	From the Halloween capsule, super cute green and blue Frankenstein print. OS, NWT
1426701	Hollister Wave 1.7 ounce perfume	1	Beauty/Fragrance/Women		29.0	1	This is a brand new 100% authentic, cellophane plastic wrapped and sealed bottle of Hollister wave perfume. It is the 1.7 ounce bottle and I ship for free.
277249	Black Stripped Off The Shoulder	1	Women/Tops & Blouses/Blouse		12.0	0	Brand New! Size : Medium Mannequin is wearing small. Price is firm. I accept bundles. Check my listings for more:)
1414982	For agratzl only! 4 piece lot	3	Women/Tops & Blouses/T-Shirts		20.0	0	Gray is Cotty On brand. Has rips and holes by distressed design. Cross, Angel wings, bling & studs. Size M. Lime green is Love Love To brand. Angel wings, Fleur De Lis , studs, & bling. Tag says size L, but it shrunk & measures the same as the M. Price includes both shirts. Also includes white Fleur De Lis shirt, & purple Lucky Brand sweatshirt.
630518	2 Pottery Barn 24 x24 Pillow Covers	1	Home/Bedding/Decorative Pillows, Inserts & Covers	Pottery Barn	28.0	0	NWT, never used. Beautiful paisley print. 24 inches by 24 inches
220432	3 bags Huggies preemie reborn diapers	1	Kids/Diapering/Disposable Diapers	Huggies Little Snugglers	28.0	0	3 new bags of preemie Huggies little snugglers diapers. One bag has the corner torn but no diapers removed. Each [rm] + [rm] shipping or all 3 [rm] +[rm] shipping!
58526	Apple Headphones never used	1	Electronics/TV, Audio & Surveillance/Headphones	Apple	14.0	0	Never used brand new unopened packaging
891274	Spider-man (GameCube)	3	Electronics/Video Games & Consoles/Games	Nintendo	9.0	0	Tested and works Disc has some scratches
928841	Indoor snowball fight	2	Kids/Toys/Games		9.0	0	Soft, fuzzy snow balls. Great for kids to play with
116306	Elf on the Shelf Accessories Clothing	1	Home/Seasonal Décor/Christmas		10.0	1	Brand new skirt and fur boots for your elf on the shelf. Smoke free pet free home.
1364601	Tupperware water pump	1	Home/Kitchen & Dining/Kitchen Utensils & Gadgets	Tupperware	24.0	0	New and sealed Tupperware blue water pump With extra pieces for different gallon size
980852	2 Fidget Spinner Bundle Held Milly	1	Kids/Toys/Games		10.0	1	Hand Spinner Tri Fidget Finger Toy Round Corner and Soomth Surface - Protect your fingers from scratching These are perfect pocket pieces for people wanting something small,simple,discrete and fun-also effective for focus,stress relief and deep thought. No Repair, oil, maintenance needed! Use it right out of box. (2) White Spinner Fast N Free Shipping!!!!!!
1315406	Ovo Drake L Ovoxo Hoodie	1	Men/Sweats & Hoodies/Hoodie	Gildan	26.0	0	New, without tags, unworn. Please check out my feedbacks from buyers if you'd like to see my ratings. ***See my listings for other sizes. SIZE CHART: S. M. L. XL. Body length: 26. 27. 28. 29. Body width: 20. 22. 24. 26. *Body Length/Width Tolerance: 1'
1244580	Matte eyeshadow palette	1	Beauty/Makeup/Makeup Palettes		12.0	0	Well pigmented Matte Eyeshadow Palette in 12 Matte Nude Shades with Double Blend Brush Included Brand new
1298205	Funko Pop! WWE The Rock Replacement Box	1	Kids/Toys/Action Figures & Statues	Funko	13.0	0	Box Only, No Insert or Figure. Box is Brand New.
1331017	Apple power adapter. 85w	2	Electronics/Cell Phones & Accessories/Cables & Adapters	Apple	20.0	1	Like new.
492332	VS COMFY HOODIE	2	Women/Sweaters/Hooded	PINK	16.0	0	No description yet
606434	Ray-Ban Original Wayfarer Black	3	Women/Women's Accessories/Sunglasses	Ray-Ban	39.0	0	Case and cloth included Frame has been slightly tightened
745961	Kate Spade Graham Wellesley Card Holder	1	Women/Women's Accessories/Wallets	Kate Spade	24.0	0	Black Kate Spade Graham Wellesley card holder. New with tags Retails for [rm]
929728	28 shopkins. 8 shopkin holders.	2	Kids/Toys/Action Figures & Statues	Toys R Us	27.0	0	No description yet
645189	Maroon quarter sleeve top	2	Women/Tops & Blouses/Knit Top	FOREVER 21	9.0	0	Charming Charlie boutique. Quarter length sleeve, lightweight fabric. Maroon, size small. Worn only once. No holes or snags.
385448	Headphones	1	Electronics/TV, Audio & Surveillance/Headphones		6.0	1	- White - Brand new and in packaging - Never used - Originally paid [rm] (I have and use a pair exactly like this and they are very comfortable, they fit in your ears nicely, and work very well!)
119289	Game of Thrones season 1	2	Electronics/Media/DVD		15.0	1	Complete season 1 of Game of Thrones No scratches, great condition .
306704	Under Armour Hoodie. Womens Size S	3	Men/Sweats & Hoodies/Hoodie		12.0	0	Zip up
371316	Thomas & Friends track master set	3	Kids/Toys/Toy Remote Control & Play Vehicles	Thomas & Friends	37.0	0	This is a used set but it includes all the pieces and is in excellent working condition. Comes in original box as pictured. Will require 2 AAA batteries. Price is firm. Included is a Thomas & Friends DVD Spills & Chills and Other Thomas Thrills
1326043	Vs sports bra NWT	1	Women/Athletic Apparel/Sports Bras	Victoria's Secret	16.0	0	High neck mesh, perfect condition. Make reasonable offers. No free shipping unless its my free shipping day. See page description for details! Size 32DD. Get both bras for [rm]
177882	Disney Polly Pocket magic clip dolls	3	Kids/Toys/Dolls & Accessories		6.0	1	Disney princess Polly Pocket magic clip dolls
1252928	iPhone 6/6s Jack Daniels GREY Mirror	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		10.0	1	"iPhone 6/6s CASE ITEM IN TITLE WILL BE THE ONE SENT. MAKE SURE IT FITS YOUR PHONE MODEL. - Bundle Deal - ALL [rm] Cases 1 for [rm] 2 for [rm] 3 for [rm] + FREE SHIPPING (Comment First and listing will be adjusted or made) - Shipping Info - * Most items ship out in 2-4 days but ALWAYS less than 7 days * MOST items typically arrive within 7 days once ""shipped"" (assuming no delays) * Many styles are available for the iPhone 6 PLUS + / 6s PLUS +. Please comment for available first and a listing with be adjusted or made. * Check out my shop for more styles! Click the circle with the photo below :) Thank you have a nice day! Present gift Xmas Christmas birthday phone case cover protector stylish Stussy supreme whiskey sours Tennessee"
434870	Velvet Sugar lotion	1	Beauty/Skin Care/Body	Bath & Body Works	8.0	1	Full 8oz bottle
193007	!!FLASH SALE!! HD riding boots	2	Women/Shoes/Boots	Harley-Davidson	60.0	0	These are a men's 7(equivalent to women's 8.5/9. Love the pockets on the boots(used fornextra pocket knives) Worn a couple of times. Clean/stored properly in original box/
1196089	FOR KELLY ONLY	1	Other/Books/Other		12.0	0	No description yet
143147	Speedo adult blue goggles	3	Sports & Outdoors/Outdoors/Water Sports	Speedo	7.0	0	No description yet
1400793	LuLaRoe TC Donald Duck Leggings	1	Women/Jeans/Leggings	LuLaRoe	20.0	1	Brand new navy LLR TC Leggings
1020957	For brown eyes	2	Kids/Girls 0-24 Mos/One-Pieces	Carter's	21.0	0	6-9 months girls carter brand like new no ripa or tearsz. Smoke and pet free him with 5 pairs of pjs
155861	Air Jordan's	4	Men/Shoes/Athletic	Air Jordan	56.0	0	No description yet
282320	Lularoe size 8 watermelon Scarlett	1	Kids/Girls (4+)/Dresses		49.0	0	NWT size 8 Lularoe watermelon Scarlett - Americana 2017
93878	Columbia PFG - like new	2	Women/Tops & Blouses/Button Down Shirt	Columbia	20.0	0	Like new - small
1412555	Medium Under Armour cold gear	3	Women/Athletic Apparel/Shirts & Tops	Under Armour	22.0	0	Only worn 1 time
836271	Gain Bundle	1	Home/Cleaning Supplies/Household Cleaners	Febreze	16.0	0	All Brand New 1 bottle Mr. Clean Gain Scented Multi-Purpose Cleaner 40oz 1 bottle Gain Fireworks Wildflower & Waterfall Scent 9.7oz 1 bottle Gain Laundry Soap Fresh Water Sparkle 25 load 40oz 1 pack Gain Flings Moonlight Breeze 3in1 with Oxi + Febreeze 16ct 2 packs Febreeze With Gain Wax Melts Moonlight Breeze Scent Please refer to Lot 288 if you want to bundle with one of my other listings
704852	Victoria Secret Pink Medium Bralette	3	Women/Underwear/Bras		29.0	0	Worn only a few times each. Selling as a set!
1166465	Black Butler Lanyard	1	Vintage & Collectibles/Trading Cards/Animation		9.0	0	Never used it***(I'll do a bundle if you like other items from my shop. Just message me)***
306782	Country Snowman Ornament	2	Home/Seasonal Décor/Christmas		3.0	1	No description yet
1299559	Rae Dunn MRS mug	1	Home/Kitchen & Dining/Coffee & Tea Accessories		10.0	1	Brand-new from a pet and smoke free home. Will be packaged properly to ensure a safe delivery.
1183948	Sensationnel 100% Human Hair Yaki Bump	1	Women/Women's Accessories/Hair Accessories		9.0	0	"Sensationnel Empire Collection 100% Human Hair Yaki Bump 8"" - New in Box (1 pack) - Pre-bumped weaving hair on wefts - 8"" Yaki Human Hair - Color 1B (aka off black) No free shipping. Great bundle item. Request a bundle purchase and save on shipping costs."
1375517	6 studio gear lipsticks	2	Beauty/Makeup/Lips		26.0	1	6 full size lipsticks (worth [rm] each) *repentance *salsa *spendorous *joy *capricious *whisper (swatched only) All must go :)
398544	Vera Bradley bundle	3	Women/Women's Handbags/Messenger & Crossbody	Vera Bradley	25.0	1	No description yet
1261030	U.O. Without Walls Sports Bralette Sz S	3	Women/Athletic Apparel/Sports Bras	Urban Outfitters	10.0	0	No description yet
558085	Sz 7 Nike BRS limited edition shoes	3	Women/Shoes/Fashion Sneakers	Nike	26.0	0	Size 7 women's Nike BRS limited edition shoes. Were released for the 50th anniversary of Nike. Fit true to size. Are meant more for fashion than for workout purposes. Worn a few times, only sign of wear is slight discoloration on bottoms.
255525	Boys 2T Nike Hoodie	3	Kids/Boys 2T-5T/Coats & Jackets	Nike	12.0	0	Has tiny pull spot as shown on pic 3. Otherwise like new! My son wore it all of 3 times and outgrew it. Smoke free home
360073	Alien women's Eau De Perfume	2	Beauty/Fragrance/Women		44.0	0	Thierry Muglar refillable perfume 3 oz used couple times to see if it worked for me.***POSTED THE PRICE FROM THE PLACE ITS FROM see pic4*****
1120852	SOLD TO: 4theloveofclothes	1	Women/Tops & Blouses/Tank, Cami	Victoria's Secret	13.0	0	NWT Victoria Secret Long loose tank top. Very soft and comfortable!
43449	Canon fd 50mm 1.8 lens	3	Electronics/Cameras & Photography/Camera & Photo Accessories	Canon	36.0	1	Like new canon fd lens. I dont have an adapter for it so I am selling it.
721599	Free shipping pink boyfriend tee	2	Women/Tops & Blouses/T-Shirts	PINK	20.0	1	Blue with black stripes
432836	Creed Love In White	3	Women/Other/Other	Creed	124.0	0	3/4 full/ no cap/ no box
1096733	I Love My Girlfriend Lesbian shirt M	3	Women/Tops & Blouses/T-Shirts		12.0	0	50 cotton/50 polyester, only worn 1x. Nice stretchy comfy material.
1112950	1 BBW LOTION	1	Beauty/Skin Care/Body	Bath & Body Works	13.0	0	New- wild citrus sunflower - will seperate
185235	Air force one size 9	3	Women/Shoes/Athletic	Nike	21.0	0	Up for sale is a pair of air force ones size 9 in good condition has signs if cosmetic wear
1456296	Carhartt overalls	2	Kids/Boys 0-24 Mos/One-Pieces		12.0	0	Authentic Carhartt overalls Size 12 months, worn once! Smoke free and pet free home
401738	*FREE SHIP*NIP VS PINK Y-Back Yoga Tee	1	Women/Tops & Blouses/T-Shirts	Victoria's Secret	18.0	1	"NIP Victoria's Secret PINK Sport Small Y-Back Yoga Tank Top Shirt ""Just Keep Spinning"" *Retail Price-[rm]+tax! -Same day/next day shipping! :)"
956540	Sexy black body chain bra harness	1	Women/Women's Accessories/Other		13.0	1	⚜️Sexy black body harness⚜️ • Stretchy black harness • Accentuates any figure! • Stretch for perfect fit • Clasp back & adjustable straps • New & never worn ⚜️Sizes S or M available S - fits best those who wear XS/S in tops M - fits those best who wear M/L in tops • ⚜️ • No Holds • ⚜️ •
31509	Jeffrey star	1	Beauty/Makeup/Lips		14.0	0	These colors resemble skin and nude will swatch if asked I ship today
1464755	Bobs	3	Women/Shoes/Loafers & Slip-Ons		16.0	0	Zebra bobs . Good condition, women's size 7. There's a crease in the front of them from being in my closet but that's it.
1468040	IPhone 7 phone case	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		9.0	1	*if you would like the case for a different phone let me know* Black and teal rugged shockproof hybrid phone case for iPhone 7. The dual armor protects your phone from drops and scratches while the slim design keeps away unwanted bulk! BLACK sold out for iPhone 6 plus/6s plus TEAL sold out for iPhone 6/6s Available for iPhone 5, 5s, SE, 6, 6s, 6 plus, 6s plus, 7, 7 plus FREE SHIPPING
1101605	iPhone 7 case	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins	Apple	18.0	0	MK iPhone 7 case color brown
414134	‼️ FREE SHIP small garden bundle	1	Sports & Outdoors/Outdoors/Other		8.0	1	A small Bundle ....... -pair of canvas Gardening Gloves - 1 medium flower pot -3 Garden stake All items are brand new never used! See my other listings for other Gardening/yard items :)
95484	VS High waisted bikini and bandeau set	3	Women/Swimwear/Two-Piece	Victoria's Secret	22.0	1	Excellent conditions worn only once not in the water , straps are included. Note: only 2 pieces bikini other items are not included
1323093	Red/Black Mini Kabuki Brush Set	2	Beauty/Tools & Accessories/Makeup Brushes & Tools		11.0	0	I'm not sure what brand these are as they have no markings or name anywhere. I've had them for awhile & I don't remember where I got them from. They have never been used, as you can see they are dusty on the outside. But they are well kept & the brushes themselves are immaculate. I'm willing to sell separately at [rm] + shipping. Price listed is for all three together. Please ask any questions you may have or if you need more pics! Thank you!
273805	Lularoe M Azure	3	Women/Skirts/A-Line	LuLaRoe	20.0	1	EUC worn and washed once per LLR standards
410331	Toddler slouch boots 7	3	Kids/Girls 2T-5T/Shoes	Jumping Beans	10.0	0	No description yet
1145927	Lularoe TC leggings	1	Women/Athletic Apparel/Pants, Tights, Leggings		26.0	0	Navy background. Hexagon
984661	VS tote with matching pouch	1	Women/Women's Handbags/Totes & Shoppers	Victoria's Secret	16.0	0	Perfect for a getaway! Pack all you need, don't forget to throw in the zipped matching pouch
1268566	Vineyard Vines Pink Whale Sticker	1	Other/Other/Other		4.0	1	Ships in envelope
396446	Alex delarge chase masked funko pop!	3	Vintage & Collectibles/Toy/Action Figure	Funko	25.0	1	Alex delarge from clockwork orange chase masked hot top exclusive funko pop!
1208098	Hollister T-Shirt	2	Women/Tops & Blouses/T-Shirts	Hollister	7.0	0	Navy
844160	Otterbox def Galaxy s7 pink	3	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		12.0	1	100% authentic No signs of significant scratches or damage Case is used, has imperfections Free shipping Ships within 24 hours of being purchased
263067	Nike Dri-Fit Tank	2	Women/Athletic Apparel/Shirts & Tops	Nike	17.0	0	Loose fit.
1292052	Womens Chacos	3	Women/Shoes/Sandals		48.0	1	Blues, green, and gray. Size 7.
238485	Wireless earbuds	3	Electronics/TV, Audio & Surveillance/Headphones		28.0	1	Wireless Bluetooth earbuds comes with charging cord carrying case and extra/ different size earbud tips. Works great connects easily to phone.
1252233	Kate Spade earring	1	Women/Jewelry/Earrings	Kate Spade	26.0	1	Authentic Nwt !Gorgeous shine in colorful with silver in large stud!Bright up season of Holiday some sparkle and fun!
1434987	Adidas NMD_R1 White/Icey Pink	1	Women/Shoes/Athletic	Adidas	185.0	0	Authentic, brand new, Adidas NMD_R1 white/Icey Pink in womens 6.5
511306	Kendra Scott White Iridescent Danis	2	Women/Jewelry/Earrings	Kendra Scott	129.0	0	New.
1015297	Black Shoulder Caged Romper	3	Women/Dresses/Above Knee, Mini	Wet Seal	10.0	0	No description yet
1339464	Brandy Melville Tee	1	Women/Tops & Blouses/T-Shirts	Brandy Melville	16.0	0	new, never worn loose thread as shown (can be easily fixed)
479531	15pcs Fitbit Flex Bands Replacement	1	Women/Women's Accessories/Watches		18.0	1	Small Size:5.5-6.9 Inches / 140-176 mm(the real size is a little smaller than the original one). Band Width:0.6 Inches / 13.9 mm. Personalize your wristband to match your daily style with this brand new color choices change bands to match your clothes Comfortable and Fasion Made from durable and waterproof materials that are even better constructed than the original. Multicolor as shown in the picture.
710006	Brandy Melville Layla Hoodie	3	Women/Sweaters/Hooded	Brandy Melville	18.0	0	Hi! The item you see here is a Brandy Melville navy Layla hoodie. It has been properly maintained ever since I bought it, and it comes from a smoke-free home. It is in good condition, meaning that the fabric is a little less soft than what it was originally like, but other than that everything is like new. If you have any questions, I'm more than happy to answer them!
48613	50 Shades Of Grey Trilogy	2	Other/Books/Literature & Fiction		16.0	0	Brand new 1st on is the only one that was read just a little bit but never finished
532564	New 2017 women summer off shoulder top	1	Women/Tops & Blouses/Blouse		20.0	1	Small Med Large XL White
1054267	True Religion long sleeve button down	3	Men/Tops/Button-Front	True Religion Brand Jeans	36.0	0	Black and gray shirts
1286965	"Forever 21 Black ""Pleather"" Jumpsuit"	1	Women/Pants/Other	FOREVER 21	22.0	0	Women's medium; Forever 21 black wide legged jumpsuit, had black pleather sweetheart strapless top and black fabric bottom. Had zipper closure in back. New with tags; never worn.
299191	Lularoe OS Mosaic Elephant Castle Guitar	1	Women/Athletic Apparel/Pants, Tights, Leggings		50.0	1	New Lularoe OS Hidden Mosaic Elephant Leggings There are hidden castles and guitars in these leggings too HTF Unicorn!! Beautiful myriad of colors!
1131203	Saved bundle for Jess	3	Women/Tops & Blouses/Blouse		15.0	1	Cardigan Three tees Pink off the shoulder
408606	Black Grinder 4 Layers Small	1	Other/Other/Other		7.0	1	Grinder Small Black
852527	Victoria's Secret Victoria Body Mist	1	Beauty/Fragrance/Women	Victoria's Secret	16.0	0	Victoria's Secret Victoria Travel Body Mist Size: 2.5 fl. oz. New, never used Retail: [rm]
794558	Size small puma sweat shirts	3	Women/Sweaters/Hooded	PUMA	14.0	0	Gray and purple hooded zip up sweatshirts. Price is for both no flaws.
920720	Cute hippie shirt	2	Women/Tops & Blouses/Blouse	Aeropostale	14.0	0	No flaws. Nice thin and flowy fabric. Just too small for me.
304489	Sexy Kimono Dress	3	Women/Dresses/Above Knee, Mini		12.0	1	Perfect sexy no fuss Halloween costume. Just add make up and shoes. In great used condition. No flaws known
735904	Nike Mod Tempo Printed Shorts	2	Women/Athletic Apparel/Shorts	Nike	23.0	0	"""Nike Printed running shorts. Slimmer lines and less material for a streamlined fit. Mesh side insets enhance breathability. Dri-FIT fabric helps keep you dry and comfortable. Elastic waistband with drawcord offers a personalized fit. Waistband sits low on the hips for enhanced comfort. Print is sublimated to maintain breathability. Reflective elements remain visible on low-light runs. Gusset lining helps limit chafing while wicking sweat."" Size medium. EUC."
1162190	Adidas Stan smiths	1	Men/Shoes/Fashion Sneakers	Adidas	50.0	1	Size 10 brand new only worn once! I'm selling because I got the wrong size and couldn't return.
116156	The north face W osito pullover hoodie M	2	Women/Sweaters/Hooded	The North Face	34.0	0	New without tags Women Black M
475387	Patterned maxi dress	2	Women/Dresses/Full-Length	Trixxi	11.0	0	Strapless
398528	Vineyard vines sticker	1	Handmade/Paper Goods/Sticker		3.0	1	Vineyard Vines Whale Sticker. Brand new. [rm] for each sticker Or bundle 2 for [rm]
1323398	BUNDLE FOR BRITTANY	1	Women/Dresses/Above Knee, Mini	Wet Seal	30.0	1	Red pants, denim dress, and lace blazer
187881	M) Liverpool Third 16/17 Soccer Jersey	1	Men/Athletic Apparel/Jerseys	New Balance	32.0	1	MENS SIZE: medium ______________________________________ FEATURES: Condition: Brand New Tags (NEVER USED OR WORN) Patch: Yes Logo: Embroidery Authentic: YES ________________________________________ Hi there! Alfomart is Top rated sellers in: ☆Customer service :-) & Easy returns ☆FAST N FREE shipping! ☆Excellent Quality ♡♡ Checkout our page and follow us for updates & see what our customers are saying. Thank you for stopping by! :) ________________________________________ SHIPPING: ●Ships out in 1 Business day. ●Delivery time is 2-4 business days depending on your location. ________________________________________ Tags: #futol #soccer #fifa #football #jersey #shirt #tshirt #mens #tops #sports #player #Authentic #player #fans #team sports #Sporting goods #sports #2016/17 #16/17 #2016 #2017 #new #with tag # Patch #
1167791	"NWT Absolute Heat 1"" digital flat iron"	1	Beauty/Tools & Accessories/Hair Styling Tools		30.0	1	Unopened and sealed as seen in picture. A mix of titanium, ceramic, and ionic floating plates. Light up digital display, auto shut-off, rotating professional length cord, and max of 450f with buttons to control temp.
820598	Clapton 0.5 coils	1			5.0	1	4 Brand new coils. I used for melo 3 tank
607662	CHARMING CHARLIES Crossbody Bag	2	Women/Women's Handbags/Messenger & Crossbody		41.0	0	Gold Accents and Zipper. 3 pockets inside. Quilted faux leather outside. Excellent condition! Roomy bag. Use as crossbody, shoulder bag or handbag. Kelly green. Perfect for Spring and Summer. Polyester black and white striped inside.
280822	RevlonCream shadow and custom eye shadow	1	Beauty/Makeup/Eyes	Revlon	10.0	0	Eyeshadow cream and revlon custom eyes brand new never opened
413972	The Muppets Figurines And Simpsons	2	Vintage & Collectibles/Toy/Action Figure	Disney	14.0	0	ON HOLD!
583993	Moby Wrap Baby Carrier in Orange	3	Women/Maternity/Other		20.0	0	Gently used. Great condition & must have for new baby.
101830	Women's grey North Face pullover.	2	Women/Coats & Jackets/Fleece Jacket	The North Face	46.0	0	Women's North Face pullover. Size medium. It's in perfect condition and it's super warm.
448843	Stila Créme Bouquet for Women	1	Beauty/Fragrance/Women	Stila	61.0	0	1.7oz/50 Eau de Parfum Spray. Vanilla, & Lily of The Valley
252704	Smashbox original primer	1	Beauty/Makeup/Face	Smashbox	22.0	1	Brand new and authentic !
373681	Rae Dunn MEOW Plate	1	Vintage & Collectibles/Housewares/Ceramic	Rae Dunn	17.0	0	New release. This is the exact item you will receive. I find that most of the RD some minor imperfections. Therefore, I am asking that on all my listings, for everyone to zoom in and make sure you will be happy with your purchase. Note: Items purchased after 2:00 pm (Pacific Time) Friday through Sunday, will be shipped Monday. Upon receipt of your item, please inspect right away. If it has arrived safely, please rate me to complete the transaction. (Rae Dunn, Christmas, Mugs, Plates, Thanksgiving)
991599	Urban Decay Naked 2 Palette perfect cond	2	Beauty/Makeup/Makeup Palettes	Urban Decay	27.0	1	Used once for a clients prom makeup, more than half the shadows were never touched! I don't have the box anymore, and the brush is not included. Authentic, purchased from ulta with the serial number pictured! The plastic is still on the mirror as well. In practically perfect condition!! Retails [rm]
662532	Professor Layton Miracle Mask for 3DS	3	Electronics/Video Games & Consoles/Games		23.0	1	This listing is for a used original of Professor Layton and the Miracle Mask for Nintendo 3ds . You will get exactly what you see in the pictures. The game cartridge has little to no scratches. The label may have some small/minor indents, but will not have tears. The game works without any issues. Assume that any DLC codes have been used. Generally speaking if you are buying multiple items I will take off [rm] for each extra item that you purchase. I can not offer discounts on orders under [rm]. In most cases prices are firm, however in some cases I will consider up to 10% off. Please do not send me 25% off offers and expect a response.
502152	LACE LOUNGE PAJAMA SET NWT	1	Women/Other/Other		19.0	0	LACE LOUNGE PAJAMA SET - Loungewear at its finest! Soft and adorable PJ's sleeping set for weekends, sleeping in or just lounging around the house.Light striped two piece pajamas lounge set with lace inset in the tank and boy cut shorts. Retails for [rm]. Brand new in retail packaging. Stretchy, soft and so comfortable! ❤️Size M/L ❤️Fits sizes 8-12 LACE LOUNGE PAJAMA SET NWT
112474	Sz M VS PINK Begonia Full Zip Hoodie NIB	1	Women/Sweaters/Full Zip	PINK	39.0	1	Get before 11/21 price increase of 10%! Victoria's Secret PINK Perfect Full Zip Hoodie Gorgeous begonia pink. Super soft and comfy. Brand new in bag (NIB) Sold out! Size M - true to size fit Retail [rm] ea + tax. Price is firm unless bundling. Free ship included.
784116	LuLaRoe Classic T	3	Women/Tops & Blouses/T-Shirts		10.0	0	This Classic does have some piling (as shown by 2nd photo) and fading. The price is reflective of these flaws.
114623	Mossimo Leaf Print Backpack	2	Women/Women's Handbags/Backpack Style	Mossimo Supply Co.	33.0	0	No description yet
240296	Soda spike toed bootie	3	Women/Shoes/Boots		14.0	1	Black, size 7.5 spike toe bootie
1365304	Women's ballet style slip on shoes	3	Women/Shoes/Loafers & Slip-Ons		11.0	0	YS shoes Made in China Size 10 Great shape with wear noted only on lower edges of back of shoes immediately above the soles. This area is not visible from behind when actually wearing shoes. Comfy foldable shoes. Can be folded and slipped in purse for the times your feet need a break from those heels. Cute enough to wear with casual outfits. Light weight......0.9 pounds
347928	Michael kors girl sandals	1	Kids/Girls 2T-5T/Shoes		21.0	0	Jelly emory gold Size 13 new in box super cute Firm on price
486554	3t paw patrol pajamas	3	Kids/Boys 2T-5T/Tops & T-Shirts		8.0	0	Pants and tee set. No holes From smoke free home
1202654	Coconut Kisses tanning lotion	2	Beauty/Skin Care/Sun		10.0	1	Coconut Kisses body lotion. Works very well, used for beach one time and only applied once. Do not need. Paid 20 on amazon, practically brand new and free shipping!!!
961980	VS Pink Logo Boyshorts	1	Women/Underwear/Panties	PINK	11.0	1	❌Price is Firm/No Low Balling❌ ❌Item price+tax+shipping❌ ✅I ship next day or within 3 days unless otherwise specified (Excludes Holidays and Weekends) ✅Do NOT rate me based on how fast the item gets to you!!! I do not work for USPS so I have no control!!! Keep in mind there will be delays!! ✅Color may vary based on lighting photo is taken in To break down shipping prices ✴️[rm] shipping = First class Parcel (5-8 business days 0-13oz) ✴️[rm] shipping = Priority Mail (3-5 business days 13oz-3lbs) ✴️[rm] shipping = Priority Mail (3-5 business days 3lbs-10lbs) ❌No Holds❌ - People don't return ;(
708937	Ps3 super slim bundle	2	Electronics/Video Games & Consoles/Consoles	Sony	119.0	0	Console, controllers, charging cables, and all the cords included. This works perfectly. I am selling this along with the games. I also have Dino Crisis 1 and 2 as well as Legend of Dragoon pre downloaded.
241303	Women Victoria secret pink hoodie, S	3	Women/Sweaters/Hooded	Victoria's Secret	22.0	0	Size S, good condition
646490	Car truck decal sticker lime green	1	Other/Automotive/Exterior Accessories	Custom Accessories	3.0	1	"LIME GREEN COLOR . size @ 5"" ** This decal has no background* Vinyl decal sticker. Adheres to most hard surfaces and to outside your car window. Different colors available. If you need more than 1 decal please message me. Life expectancy is about 4-5 years. We use top quality vinyl on our decals ORDER MORE & WE'LL SHIP TOGETHER!"
1192352	2 piece swimsuit	2	Women/Swimwear/Two-Piece		10.0	0	Never worn. Says large, fits medium. Super cute
843480	2 yards woven fabric	2	Vintage & Collectibles/Supplies/Fabric		7.0	1	2 yards unwashed cotton fabric. Blue strip with a ripple effect in it
1036192	DC Snow Boots	2	Women/Shoes/Boots	DC Shoes	69.0	0	Excellent condition!! DC snow boots!! Size Large (fits sizes 8-9.5)!!
553069	Victoria's Secret White Robe	1	Handmade/Clothing/Lingerie		27.0	0	Size large NWT
